"node_index","node_id","node_type","node_name","node_description","indication","mechanism_of_action","node_source"
"177","DRUG_a9a80ace57","Drug","Statin","Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều khởi đầu thấp và tăng dần theo phân tầng nguy cơ. | Liều lượng không được nêu rõ trong văn bản, thường dùng liều khởi đầu 10-40 mg/ngày. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ và gan. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu, kiểm soát LDL-C, và phòng ngừa tiên phát, thứ phát các biến cố tim mạch bất lợi lớn. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần cân nhắc kỹ lưỡng do tác dụng phụ như tổn thương cơ và gan. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ và gan. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ, gan và tương tác thuốc. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần cân nhắc tác dụng phụ như tổn thương cơ và gan. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ, gan và tương tác thuốc. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu, cần dùng kèm theo giám sát chặt chẽ để tránh tác dụng phụ như tổn thương cơ và gan. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ, gan và tương tác thuốc. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu, cần cân nhắc kỹ lưỡng với từng đối tượng bệnh nhân để tối ưu hiệu quả và giảm thiểu tác dụng phụ. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần cân nhắc kỹ lưỡng do tác dụng phụ như tổn thương cơ và gan. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu, cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ và gan. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu, dùng lâu dài để phòng ngừa tiên phát/ thứ phát. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu, cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ và gan. | Liều lượng không được nêu rõ trong văn bản, nhưng thường dùng liều khởi đầu theo phân tầng nguy cơ. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu, cần dùng kèm theo giám sát tác dụng phụ. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ, gan và tương tác thuốc. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần dùng kèm theo giám sát tác dụng phụ như tổn thương cơ, gan và tương tác thuốc. | Khuyến cáo đầu tay trong điều trị rối loạn lipid máu; cần cân nhắc tác dụng phụ như tổn thương cơ và gan.","Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch. | Kiểm soát LDL-C, phòng ngừa biến chứng tim mạch. | Kiểm soát LDL-C, phòng ngừa biến chứng tim mạch ở người đái tháo đường. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch tiên phát và thứ phát. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch tiên phát và thứ phát. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa tiên phát và thứ phát các biến cố tim mạch. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch. | Kiểm soát LDL-C, giảm nguy cơ biến cố tim mạch ở người đái tháo đường. | Điều trị rối loạn lipid máu, kiểm soát LDL-C, phòng ngừa biến cố tim mạch.","Giảm cholesterol máu, giảm nguy cơ nhồi máu cơ tim và đột quỵ. | Ức chế enzyme HMG-CoA reductase, làm giảm tổng hợp cholesterol nội sinh. | Giảm cholesterol máu, giảm nguy cơ biến cố tim mạch. | Giảm cholesterol máu và giảm nguy cơ biến cố tim mạch. | Giảm cholesterol máu và giảm nguy cơ biến cố tim mạch. | Giảm cholesterol máu và giảm nguy cơ biến cố tim mạch. | Giảm cholesterol máu và giảm nguy cơ biến cố tim mạch. | Giảm cholesterol máu và giảm nguy cơ biến cố tim mạch. | Giảm cholesterol máu và giảm nguy cơ biến cố tim mạch. | Giảm cholesterol máu, giảm nguy cơ biến cố tim mạch. | Ức chế enzyme HMG-CoA reductase, làm giảm tổng hợp cholesterol nội sinh. | Giảm cholesterol máu và giảm nguy cơ biến cố tim mạch. | Giảm cholesterol máu và giảm nguy cơ biến cố tim mạch.","https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang/ | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://chanthuongvacotsong.bachmai.gov.vn/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang/ | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/doi-moi-tu-duy-dieu-tri-dai-thao-duong-typ-2-va-chien-luoc-kiem-soat-toan-dien-bien-chung-than-kinh?id=090463d0-4515-40c8-919c-8bebc41e2c01 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/dai-thao-duong-bien-chung-tim-mach-va-than-kinh-ngoai-bien-sat-thu-tham-lang?id=994f4df4-95c1-4760-8aee-8d07a69f9fe1"
"178","DRUG_aba1054d29","Drug","Amlodipine","Liều ban đầu: 5 mg/ngày; liều duy trì: 2,5-10 mg/ngày. | Liều ban đầu: 5 mg; liều duy trì: 2.5-10 mg/ngày. | Liều ban đầu: 5 mg; liều duy trì: 2.5-10 mg/ngày. | Liều ban đầu: 5 mg/ngày; liều duy trì: 2,5-10 mg/ngày. | Liều ban đầu: 5 mg; liều duy trì: 2,5-10 mg/ngày. | Liều ban đầu: 5 mg; Liều duy trì: 2.5-10 mg/ngày. | Liều ban đầu: 5 mg; liều duy trì: 2,5-10 mg/ngày.","Dùng cho tăng huyết áp độ 1 và trên, đặc biệt ở người cao tuổi. | Dùng cho tăng huyết áp độ 1 và kháng trị. | Dùng cho tăng huyết áp độ 1 và kháng trị. | Dùng cho THA độ 1 và cao hơn, đặc biệt ở người cao tuổi. | Dùng cho tăng huyết áp độ 1 và trên, đặc biệt ở người cao tuổi. | Dùng cho tăng huyết áp độ 1 và độ 2, đặc biệt ở người cao tuổi. | Điều trị tăng huyết áp độ 1 và độ 2, đặc biệt ở người cao tuổi.","Chẹn kênh canxi loại Dihydropyridin, giãn mạch ngoại vi. | Chẹn kênh canxi, giãn mạch ngoại vi, giảm tải trọng tim. | Chẹn kênh canxi, giãn mạch ngoại vi, giảm tải trọng tim. | Chẹn kênh canxi loại Dihydropyridin, giãn mạch ngoại vi. | Chẹn kênh canxi loại Dihydropyridin, giãn mạch ngoại vi.","https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap-nd14594.html | https://web.archive.org/web/https://vncdc.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap-nd14594.html | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/ | https://chanthuongvacotsong.bachmai.gov.vn/huong-dan-chan-doan-va-dieu-tri-tang-huyet-ap/"
"179","DRUG_ad39b5b108","Drug","Oseltamivir","Liều lượng: 75 mg/ngày, uống trong 5 ngày.","Điều trị và phòng ngừa cúm A/H1N1.","Ức chế enzyme neuraminidase của vi rút cúm.","https://web.archive.org/web/http://www.tapchiyhocduphong.vn/tap-chi-y-hoc-du-phong/2015/08/kien-thuc-ve-benh-dai-thao-duong-va-mot-so-yeu-to-lien-quan-cua-nguoi-benh-tai-c-o81E20305.html"
"180","DRUG_adbbd0328d","Drug","Thuốc điều trị đau khớp","Có thể gây tổn thương thận nếu không dùng đúng chỉ định và liều lượng. | Có thể làm nặng thêm tổn thương thận nếu không được chỉ định đúng. | Có thể làm nặng thêm biến chứng thận nếu không được bác sĩ hướng dẫn. | Cần hỏi ý kiến bác sĩ trước khi dùng vì có thể làm biến chứng thận nặng lên. | Có thể làm biến chứng thận nặng lên nếu dùng không đúng chỉ định. | Có thể gây tổn thương thận nếu dùng không đúng cách.","Điều trị viêm khớp. | Điều trị viêm khớp hoặc các bệnh xương khớp. | Giảm đau viêm. | Điều trị viêm khớp, nhưng có thể gây tổn thương thận. | Giảm đau viêm khớp. | Giảm đau viêm khớp","Không rõ trong văn bản, nhưng có thể gây tổn thương thận khi dùng không đúng chỉ định. | Không rõ cơ chế, nhưng tác dụng phụ trên thận được ghi nhận. | Không rõ trong bài, nhưng có thể gây tổn thương thận khi dùng không đúng.","https://web.archive.org/web/https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html | https://web.archive.org/web/https://benhvientinh.caobang.gov.vn/index.php/vi/news/tin-tuc-su-kien/bien-chung-than-do-dai-thao-duong-6-dieu-nguoi-benh-phai-chu-y-710.html"
"181","DRUG_ae9dd3b733","Drug","Thuốc bảo vệ tim mạch","Liều lượng theo khuyến cáo của Hội Đái tháo đường Hoa Kỳ 2024.","Chỉ định cho người đái tháo đường có nguy cơ cao mắc bệnh tim.","Giảm huyết áp, giảm viêm và ngăn ngừa tổn thương nội mạc động mạch.","https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/cap-nhat-chan-doan-dieu-tri-benh-dai-thao-duong-va-bien-chung-8971-144.html"
"182","DRUG_aed57c1ece","Drug","Thuốc ức chế men chuyển Angiotensin (ACE)","Chống chỉ định cho phụ nữ mang thai.","Điều trị tăng huyết áp kèm bệnh động mạch vành, suy tim hoặc suy thận.","Ức chế enzyme chuyển đổi angiotensin I thành II, làm giảm co thắt mạch máu.","https://tamanhhospital.vn/tang-huyet-ap-thu-phat/"
"183","DRUG_aef55d64c8","Drug","Biguanide thế hệ 1","Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu cụ thể trong văn bản. | Liều lượng không được nêu rõ trong văn bản, nhưng có liên quan đến nguy cơ nhiễm toan acid lactic. | Liều lượng không nêu rõ trong văn bản. | Liều lượng không được nêu cụ thể trong văn bản. | Liều lượng không nêu rõ trong văn bản. | Liều lượng không được nêu rõ trong văn bản. Có nguy cơ gây nhiễm toan acid lactic. | Liều lượng không được nêu rõ trong văn bản. | Liều lượng không được nêu cụ thể trong văn bản. | Liều lượng không được nêu rõ trong văn bản.","Dùng để hạ đường huyết, nhưng gây nguy cơ nhiễm toan acid lactic. | Dùng để điều trị đái tháo đường type 2, nhưng có nguy cơ nhiễm toan acid lactic. | Hạ đường huyết cho bệnh nhân đái tháo đường type 2. | Hạ đường huyết, đặc biệt dùng cho bệnh nhân type 2. | Thuốc hạ đường huyết, thường dùng cho bệnh nhân type 2. | Hạ đường huyết, đặc biệt dùng cho bệnh nhân type 2. | Dùng để hạ đường huyết, nhưng gây nguy cơ nhiễm toan acid lactic. | Hạ đường huyết cho bệnh nhân đái tháo đường type 2. | Dùng để hạ đường huyết. | Dùng để điều trị đái tháo đường type 2, nhưng có nguy cơ nhiễm toan acid lactic. | Hạ đường huyết cho bệnh nhân đái tháo đường type 2. | Thuốc hạ đường huyết, dùng cho bệnh nhân đái tháo đường type 2. | Dùng để hạ đường huyết, nhưng gây nguy cơ nhiễm toan acid lactic. | Dùng để điều trị đái tháo đường type 2, nhưng có nguy cơ nhiễm toan acid lactic.","Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng dẫn đến tăng sản xuất acid lactic khi mô thiếu oxy hoặc suy gan thận. | Ức chế sản xuất glucose ở gan và tăng nhạy cảm insulin. | Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic. | Cơ chế giảm glucose máu bằng cách tăng nhạy cảm insulin và giảm sản xuất glucose ở gan. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng liên quan đến giảm glucose máu và có nguy cơ gây nhiễm toan acid lactic. | Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic. | Cơ chế tác động chưa được mô tả chi tiết trong văn bản, nhưng dẫn đến tích tụ acid lactic khi mô thiếu oxy hoặc suy gan thận. | Tăng nhạy cảm insulin, giảm sản sinh glucose ở gan. | Ức chế sản xuất glucose ở gan và tăng nhạy cảm insulin. | Giảm khả năng đào thải acid lactic, gây nhiễm toan acid lactic khi mô thiếu oxy hoặc suy gan thận. | Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng gây nguy cơ nhiễm toan acid lactic do giảm đào thải acid lactic. | Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng gây nhiễm toan acid lactic khi cơ thể thiếu oxy hoặc suy gan thận. | Cơ chế tác động chưa được nêu rõ trong văn bản, nhưng dẫn đến tích tụ acid lactic khi mô thiếu oxy hoặc suy gan thận. | Ức chế sản xuất glucose ở gan và tăng nhạy cảm insulin.","https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://chanthuongvacotsong.bachmai.gov.vn/bien-chung-cua-benh-dai-thao-duong/ | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421 | https://web.archive.org/web/https://bachmai.gov.vn/bai-viet/bien-chung-cua-benh-dai-thao-duong?id=f17ffc43-5abb-5dcb-54d1-d3887440a421"
"184","DRUG_b033d24c00","Drug","Thuốc nhóm NSAID","Nên tránh dùng nếu bệnh nhân có tiền sử hen phế quản.","Có thể gây phản ứng dị ứng và hen ở một số người.","Không rõ cơ chế, nhưng có liên quan đến phản ứng miễn dịch dị ứng.","https://www.vinmec.com/vie/bai-viet/lam-nao-de-chan-doan-hen-phe-quan-vi"
"185","DRUG_b230f83bab","Drug","Thuốc chống tăng huyết áp","Liều lượng tùy theo giai đoạn bệnh và phản ứng của cơ thể. | Liều lượng tùy theo giai đoạn bệnh và phản ứng của cơ thể, thường được điều chỉnh bởi bác sĩ. | Dùng theo chỉ định của bác sĩ. | Dùng theo chỉ định của bác sĩ để kiểm soát huyết áp.","Điều trị tăng huyết áp ở bệnh nhân suy thận mạn. | Điều trị tăng huyết áp và ngăn ngừa suy thận.","Giảm sức cản mạch máu và làm giãn mạch, giúp giảm huyết áp. | Giảm sức cản tuần hoàn và làm giãn mạch máu, giúp hạ huyết áp. | Giảm sức ép lên mạch máu, cải thiện lưu thông máu đến thận.","https://web.archive.org/web/https://www.vinmec.com/vie/bai-viet/suy-o-nguoi-bi-cao-huyet-ap-nhung-dieu-can-chu-y-vi | https://www.vinmec.com/vie/bai-viet/suy-o-nguoi-bi-cao-huyet-ap-nhung-dieu-can-chu-y-vi | https://web.archive.org/web/http://soyte.hatinh.gov.vn/tin-tuc-su-kien/pho-bien-kien-thuc/dau-hieu-benh-than-va-suy-than-.html | http://soyte.hatinh.gov.vn/tin-tuc-su-kien/pho-bien-kien-thuc/dau-hieu-benh-than-va-suy-than-.html"
"186","DRUG_b5bbe7c0b2","Drug","Corticosteroid dạng hít","Liều lượng không được nêu cụ thể trong văn bản, nhưng thường dùng dạng khí dung. | Dạng hít, dùng hàng ngày để kiểm soát triệu chứng.","Dùng để kiểm soát viêm mạn tính trong hen. | Kiểm soát viêm phế quản mãn tính.","Ức chế phản ứng viêm, đặc biệt là do bạch cầu ái toan. | Ức chế phản ứng viêm và giảm co thắt phế quản.","https://hohap.bachmai.gov.vn/detail/14225/hen-phe-quan-%C2%A0-cach-nhan-biet-va-chan-doan.html | https://www.vinmec.com/vie/benh/hen-phe-quan-2949"
"187","DRUG_b7885c62d3","Drug","DPP-4 inhibitors","Liều thường dùng: 50 mg - 100 mg/ngày, uống cùng bữa ăn. | Liều lượng thường từ 50 mg/ngày đến 100 mg/ngày, tùy theo thuốc cụ thể.","Chỉ định cho ĐTĐ type 2, giúp tăng mức insulin và giảm glucagon sau ăn. | Chỉ định cho bệnh nhân type 2, giúp duy trì mức glucose máu ổn định.","Ức chế enzyme DPP-4, làm kéo dài thời gian tồn tại của GLP-1 trong máu. | Ức chế enzyme DPP-4, làm tăng nồng độ GLP-1 và GIP để điều hòa insulin.","https://web.archive.org/web/https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi | https://www.vinmec.com/vie/bai-viet/tong-quan-ve-benh-dai-thao-duong-vi"
"188","DRUG_b852f97109","Drug","Thuốc giãn phế quản","Liều lượng thường dùng là 0.1 - 0.5 mg/kg mỗi lần, tiêm hoặc xịt khí dung. | Không mô tả | Được dùng dưới dạng xịt khí dung hoặc uống, hiệu quả nhanh trong cơn cấp. | Sử dụng trong chẩn đoán hồi phục phế quản; có dạng hít hoặc tiêm. | Sử dụng theo chỉ định bác sĩ, có dạng hít hoặc tiêm tĩnh mạch trong trường hợp cấp cứu. | Được phun khi có triệu chứng hoặc theo kế hoạch phòng ngừa. | Liều lượng thường dùng: 1-2 lần/ngày, tùy theo mức độ nặng. Tác dụng phụ: khô miệng, chóng mặt, run, sổ mũi. | Các bác sĩ sẽ lựa chọn và kê đơn cho người bệnh. | Liều lượng thường dùng: 1-2 lần/ngày, tùy theo mức độ nặng. Tác dụng phụ: khô miệng, chóng mặt, run, sổ mũi.","Dùng để cắt cơn hen cấp, làm giãn cơ trơn đường thở. | Điều trị co thắt phế quản, tắc nghẽn đường thở. | Dùng để điều trị cơn hen, làm giảm co thắt cơ trơn đường thở. | Dùng để kiểm soát cơn hen cấp tính và cải thiện chức năng hô hấp. | Dùng để cắt cơn hen, giảm co thắt phế quản. | Điều trị triệu chứng khó thở do COPD. | Dùng để thư giãn cơ đường thở, giúp dễ thở hơn ở giai đoạn nhẹ và trung bình. | Dùng để thư giãn cơ đường thở, giúp dễ thở hơn ở giai đoạn nhẹ và trung bình.","Kích thích thụ thể beta-2 trên cơ trơn phổi, làm giãn cơ và cải thiện lưu thông khí. |  | Kích thích beta-2 receptor trên cơ trơn phổi, làm giãn mạch và giảm co thắt. | Kích thích thụ thể beta-2, làm giãn cơ trơn đường thở. | Tác động lên cơ trơn phế quản làm giãn nở đường thở. | Kích thích thụ thể beta-2, làm giãn cơ trơn phế quản. | Giảm co thắt cơ trơn đường thở. | Kích thích thụ thể beta-2 trên cơ trơn khí quản, làm giãn cơ và giảm co thắt. | Kích thích thụ thể beta-2 trên cơ trơn khí quản, làm giãn cơ và giảm co thắt.","https://web.archive.org/web/https://benhviennhitrunguong.gov.vn/tag/hen-phe-quan | https://web.archive.org/web/https://bachmai.gov.vn/tin-chi-tiet/-/bai-viet/huong-dan-su-dung-thuoc-hit-xit-o-nguoi-mac-benh-phoi-man-tinh-8626-146.html | https://www.vinmec.com/vie/bai-viet/lam-nao-de-chan-doan-hen-phe-quan-vi | https://web.archive.org/web/http://phacdo.soytequangninh.gov.vn/news/tin-tuc-su-kien/hen-phe-quan-hieu-dung-de-song-khoe-dieu-tri-hieu-qua-phong-ngua-chu-dong.html | https://www.vinmec.com/vie/bai-viet/bien-chung-lau-dai-cua-benh-hen-phe-quan-vi | http://phacdo.soytequangninh.gov.vn/news/tin-tuc-su-kien/hen-phe-quan-hieu-dung-de-song-khoe-dieu-tri-hieu-qua-phong-ngua-chu-dong.html | https://www.vinmec.com/vie/bai-viet/benh-phoi-tac-nghen-man-tinh-copd-vi | https://tamanhhospital.vn/giai-doan-benh-phoi-tac-nghen-man-tinh/ | https://tamanhhospital.vn/giai-doan-benh-phoi-tac-nghen-man-tinh/"
